timestamp,green,ir,red
1630678975598,55105,335224,305117
1630678975608,55137,335269,305082
1630678975618,55147,335272,305110
1630678975628,55146,335288,305124
1630678975638,55153,335330,305088
1630678975648,55159,335370,305101
1630678975658,55162,335341,305086
1630678975668,55173,335356,305106
1630678975678,55175,335367,305086
1630678975688,55185,335418,305085
1630678975698,55191,335449,305072
1630678975708,55213,335429,305098
1630678975718,55225,335470,305062
1630678975728,55227,335464,305108
1630678975738,55241,335439,305095
1630678975748,55252,335509,305112
1630678975758,55260,335522,305120
1630678975768,55284,335523,305119
1630678975778,55308,335504,305145
1630678975788,55330,335500,305195
1630678975798,55337,335528,305241
1630678975808,55331,335439,305225
1630678975818,55334,335468,305219
1630678975828,55334,335475,305218
1630678975838,55339,335436,305194
1630678975848,55331,335400,305180
1630678975858,55334,335423,305194
1630678975868,55325,335406,305172
1630678975878,55317,335402,305142
1630678975888,55310,335364,305146
1630678975898,55324,335392,305151
1630678975908,55309,335348,305145
1630678975918,55303,335307,305101
1630678975928,55307,335256,305120
1630678975938,55305,335365,305111
1630678975948,55325,335311,305160
1630678975958,55339,335309,305188
1630678975968,55354,335308,305211
1630678975978,55365,335354,305248
1630678975988,55360,335400,305246
1630678975998,55333,335305,305227
1630678976008,55334,335343,305218
1630678976018,55343,335331,305198
1630678976028,55339,335316,305198
1630678976038,55345,335257,305194
1630678976048,55356,335246,305119
1630678976058,55376,335246,305170
1630678976068,55358,335218,305210
1630678976078,55338,335203,305159
1630678976088,55327,335141,305123
1630678976098,55317,335221,305110
1630678976108,55294,335161,305049
1630678976118,55295,335103,305030
1630678976128,55292,335125,305009
1630678976138,55275,335064,304976
1630678976148,55242,335059,304893
1630678976158,55230,335060,304866
1630678976168,55215,334971,304835
1630678976178,55184,334985,304790
1630678976188,55178,334951,304786
1630678976198,55163,335000,304777
1630678976208,55157,334957,304736
1630678976218,55158,334952,304728
1630678976228,55152,334926,304662
1630678976238,55128,334943,304634
1630678976248,55117,334930,304653
1630678976258,55103,334958,304602
1630678976268,55106,334980,304631
1630678976278,55128,335010,304582
